Heat Event received: {cell_x1=34440, cell_x2=36080, playerName=Dennis Dotterweich, ts=10753421586860942, cell_y1=-8158, cell_y2=-6800, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=34440, cell_x2=36080, playerName=Dennis Dotterweich, ts=10753407810941466, cell_y1=-8158, cell_y2=-6800, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10753407920390828, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10753408164432118, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753408267371684, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=13120, cell_x2=14760, playerName=Vale Reitstetter, ts=10753408282880999, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10753408362432817, cell_y1=-10874, cell_y2=-9516, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753408483179670, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753408509743403, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753408586399725, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Erik Engelhardt, ts=10753408655147137, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=34440, cell_x2=36080, playerName=Dennis Dotterweich, ts=10753408753134655, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10753409137731400, cell_y1=-10, cell_y2=1348, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10753409257105233, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753409624588377, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Luca Ziegler, ts=10753410471637157, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753410685275628, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Kevin Baer, ts=10753410733660746, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=13120, cell_x2=14760, playerName=Vale Reitstetter, ts=10753410778119559, cell_y1=8138, cell_y2=9496, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10753410800917513, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10753410808852655, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Luca Ziegler, ts=10753411068777976, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Kevin Baer, ts=10753411176876302, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Leo Langhans, ts=10753411199421218, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10753411330632489, cell_y1=-14948, cell_y2=-13590, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Leo Langhans, ts=10753411342537806, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Erik Engelhardt, ts=10753411376712418, cell_y1=-6800, cell_y2=-5442, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10753411413135165, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10753411714586366, cell_y1=-10874, cell_y2=-9516, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10753411927894462, cell_y1=-14948, cell_y2=-13590, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10753412126621007, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10753412158011027, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10753412194295902, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753412306481230, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=34440, cell_x2=36080, playerName=Dennis Dotterweich, ts=10753412402914802, cell_y1=-8158, cell_y2=-6800, timeInGame=0.0, resolution=32X50}
{cell_x1=26240, cell_x2=27880, playerName=Leon Krapf, ts=10753398227143647, cell_y1=27150, cell_y2=28508, timeInGame=0.0, percent_time_in_time_cell=0.0055743167976666655}
{cell_x1=31160, cell_x2=32800, playerName=Luca Ziegler, ts=10753411068777976, cell_y1=10854, cell_y2=12212, timeInGame=0.0, percent_time_in_time_cell=0.03785744306700001}
{cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753410685275628, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, percent_time_in_time_cell=0.03755090153333334}
{cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10753393520482763, cell_y1=-14948, cell_y2=-13590, timeInGame=0.0, percent_time_in_time_cell=0.031999798505333334}
{cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10753407920390828, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, percent_time_in_time_cell=0.004799969355}
{cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10753412194295902, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, percent_time_in_time_cell=0.03865578394299999}
{cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10753411714586366, cell_y1=-10874, cell_y2=-9516, timeInGame=0.0, percent_time_in_time_cell=0.038624706318999995}
{cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10753412158011027, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, percent_time_in_time_cell=0.03120705722133333}
{cell_x1=13120, cell_x2=14760, playerName=Vale Reitstetter, ts=10753408282880999, cell_y1=8138, cell_y2=9496, timeInGame=0.0, percent_time_in_time_cell=0.017918894296000003}
{cell_x1=13120, cell_x2=14760, playerName=Vale Reitstetter, ts=10753410778119559, cell_y1=6780, cell_y2=8138, timeInGame=0.0, percent_time_in_time_cell=0.019862278723666665}
{cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10753411927894462, cell_y1=-14948, cell_y2=-13590, timeInGame=0.0, percent_time_in_time_cell=0.02396534452433334}
{cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10753384280036456, cell_y1=-16306, cell_y2=-14948, timeInGame=0.0, percent_time_in_time_cell=0.014801539441666667}
Heat Event received: {cell_x1=21320, cell_x2=22960, playerName=Christopher Lee, ts=10753412553825415, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
{cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10753409137731400, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, percent_time_in_time_cell=0.7745461298199999}
{cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10753410808852655, cell_y1=-10, cell_y2=1348, timeInGame=0.0, percent_time_in_time_cell=0.36670099239000004}
{cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753409624588377, cell_y1=27150, cell_y2=28508, timeInGame=0.0, percent_time_in_time_cell=0.9723485262599998}
{cell_x1=26240, cell_x2=27880, playerName=Leon Krapf, ts=10753398227143647, cell_y1=27150, cell_y2=28508, timeInGame=0.0, percent_time_in_time_cell=0.16722950392999997}
{cell_x1=31160, cell_x2=32800, playerName=Luca Ziegler, ts=10753411068777976, cell_y1=10854, cell_y2=12212, timeInGame=0.0, percent_time_in_time_cell=1.1357232920100002}
{cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753410685275628, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, percent_time_in_time_cell=1.126527046}
{cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10753393520482763, cell_y1=-14948, cell_y2=-13590, timeInGame=0.0, percent_time_in_time_cell=0.95999395516}
{cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10753407920390828, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, percent_time_in_time_cell=0.14399908065}
{cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10753412194295902, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, percent_time_in_time_cell=1.1596735182899998}
{cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10753411714586366, cell_y1=-10874, cell_y2=-9516, timeInGame=0.0, percent_time_in_time_cell=1.1587411895699997}
{cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10753412158011027, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, percent_time_in_time_cell=0.9362117166399999}
{cell_x1=13120, cell_x2=14760, playerName=Vale Reitstetter, ts=10753408282880999, cell_y1=8138, cell_y2=9496, timeInGame=0.0, percent_time_in_time_cell=0.5375668288800001}
{cell_x1=13120, cell_x2=14760, playerName=Vale Reitstetter, ts=10753410778119559, cell_y1=6780, cell_y2=8138, timeInGame=0.0, percent_time_in_time_cell=0.59586836171}
{cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10753411927894462, cell_y1=-14948, cell_y2=-13590, timeInGame=0.0, percent_time_in_time_cell=0.7189603357300002}
{cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10753384280036456, cell_y1=-16306, cell_y2=-14948, timeInGame=0.0, percent_time_in_time_cell=0.4440461832500001}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10753412720362007, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10753413002412392, cell_y1=-10874, cell_y2=-9516, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=13120, cell_x2=14760, playerName=Vale Reitstetter, ts=10753413013847186, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10753413081421113, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753413085700766, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753413389293399, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753413466362400, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Erik Engelhardt, ts=10753413514102402, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=34440, cell_x2=36080, playerName=Dennis Dotterweich, ts=10753413542127883, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753413611197203, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10753414092696394, cell_y1=-10, cell_y2=1348, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10753414180073977, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753414509556313, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Luca Ziegler, ts=10753415383601637, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10753415467894127, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Kevin Baer, ts=10753415629632236, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=13120, cell_x2=14760, playerName=Vale Reitstetter, ts=10753415706099533, cell_y1=8138, cell_y2=9496, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10753415770796622, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753415794258364, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Leo Langhans, ts=10753415967389728, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Luca Ziegler, ts=10753415972796696, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Kevin Baer, ts=10753416067847648, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10753416151607335, cell_y1=-14948, cell_y2=-13590, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Erik Engelhardt, ts=10753416229680706, cell_y1=-6800, cell_y2=-5442, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Leo Langhans, ts=10753416310564708, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10753416349550927, cell_y1=-10874, cell_y2=-9516, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10753416357112341, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10753416535870588, cell_y1=-14948, cell_y2=-13590, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753416877437357, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10753416953597312, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=34440, cell_x2=36080, playerName=Dennis Dotterweich, ts=10753416994888184, cell_y1=-8158, cell_y2=-6800, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10753417021984561, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10753417026268669, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=21320, cell_x2=22960, playerName=Christopher Lee, ts=10753417297847077, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10753417520331899, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10753417642392217, cell_y1=-10874, cell_y2=-9516, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753417661657460, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=13120, cell_x2=14760, playerName=Vale Reitstetter, ts=10753417744812880, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10753417998409627, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=34440, cell_x2=36080, playerName=Dennis Dotterweich, ts=10753418331120891, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753418346325157, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Erik Engelhardt, ts=10753418373058252, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753418511214439, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753418739215240, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10753419047661496, cell_y1=-10, cell_y2=1348, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10753419103042650, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753419394524062, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10753420134870630, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Luca Ziegler, ts=10753420295566908, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Kevin Baer, ts=10753420525603322, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=13120, cell_x2=14760, playerName=Vale Reitstetter, ts=10753420634078523, cell_y1=8138, cell_y2=9496, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10753420732741081, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
